id,pattern,rule_text,school,source_url,confidence,tags,lang,created_at
72,Autumn_Si_Fei,"Autumn Days of Lost Time are Jia Yin (甲寅) and Yi Mao (乙卯). In autumn, Metal dominates and Wood is inactive. These Wood element days have weak energy during this season.",classical,https://fourpillars.ru/articles/139,high,"[""autumn"",""Wood"",""Jia_Yin"",""Yi_Mao""]",ru,2026-03-19 18:37:08.172264+00
73,Winter_Si_Fei,"Winter Days of Lost Time are Bing Wu (丙午) and Ding Si (丁巳). In winter, Water dominates and Fire is inactive. These Fire element days have minimal energy during this season.",classical,https://fourpillars.ru/articles/139,high,"[""winter"",""Fire"",""Bing_Wu"",""Ding_Si""]",ru,2026-03-19 18:37:08.172264+00
74,Si_Fei_Yang,"Days of Lost Time (四废) are four Yang days, with one in each of the four seasons according to the Chinese calendar.",classical,https://fourpillars.ru/articles/139,high,"[""Yang_day"",""seasonal""]",ru,2026-03-19 18:37:08.172264+00
75,Zheng_Si_Fei_Yin,True Days of Lost Time (正四废) are Yin days in these seasons.,classical,https://fourpillars.ru/articles/139,high,"[""Yin_day"",""seasonal""]",ru,2026-03-19 18:37:08.172264+00
76,marriage_palace_day_branch,"The Earthly Branch of the day pillar in a BaZi chart is called the Marriage Palace (also known as House of Marriage, House of Spouse, or House of Family).",classical,https://fourpillars.ru/articles/138,high,"[""marriage_palace"",""day_pillar"",""earthly_branch""]",ru,2026-03-19 18:37:36.578112+00
77,triple_harmony_marriage_palace_full,"A full Triple Harmony (San He) of the Marriage Palace occurs when the Earthly Branch of the birth day appears together with the other two Earthly Branches that complete one of the three-harmony combinations (e.g., Yin-Wu-Xu, Shen-Zi-Chen, Si-You-Chou, Hai-Mao-Wei). These branches can come from any pillars (year, month, day, hour of birth) or current time periods (current year, month, day, hour).",classical,https://fourpillars.ru/articles/138,high,"[""triple_harmony"",""san_he"",""marriage_palace"",""earthly_branch"",""combination""]",ru,2026-03-19 18:37:36.578112+00
78,triple_harmony_marriage_palace_partial,"A partial Triple Harmony of the Marriage Palace occurs when only two of the three required Earthly Branches from a harmony combination are present, one of which is the Earthly Branch of the birth day (Marriage Palace). For example, if born on a Dog (Xu) day, any Horse (Wu) day creates partial harmony (missing Tiger/Yin).",classical,https://fourpillars.ru/articles/138,high,"[""triple_harmony"",""san_he"",""marriage_palace"",""partial"",""earthly_branch""]",ru,2026-03-19 18:37:36.578112+00
79,triple_harmony_combinations,"The three-harmony combinations of Earthly Branches are: 1) Yin (Tiger), Wu (Horse), Xu (Dog); 2) Shen (Monkey), Zi (Rat), Chen (Dragon); 3) Si (Snake), You (Rooster), Chou (Ox); 4) Hai (Pig), Mao (Rabbit), Wei (Goat).",classical,https://fourpillars.ru/articles/138,high,"[""triple_harmony"",""san_he"",""earthly_branch"",""combination""]",ru,2026-03-19 18:37:36.578112+00
80,triple_harmony_timing_effects,"Triple Harmony in the Marriage Palace can occur in different time frames: in a ten-year luck pillar, year, month, day, or hour. Its effects vary by duration: long-term periods (like luck pillars) may stimulate active partner search for singles or increase romance in existing relationships, while short periods (like a day or hour) are favorable for romantic meetings, dates, improving existing relationships, or establishing new contacts, but unlikely to cause major life changes.",classical,https://fourpillars.ru/articles/138,medium,"[""triple_harmony"",""marriage_palace"",""timing"",""effects"",""luck_pillar""]",ru,2026-03-19 18:37:36.578112+00
81,Yin_Yang_Error,"The Yin-Yang Error (Yin Cha Yang Cuo) is a concept for selecting auspicious dates. A person should avoid days with specific Heavenly Stem-Earthly Branch pairs for important actions based on the polarity (Yin or Yang) of their birth year's Heavenly Stem. These days can bring difficulties in relationships, misunderstandings, and are unsuitable for personal matters, social interactions, marriage proposals, weddings, reconciliations, or moving house.",classical,https://fourpillars.ru/articles/137,high,"[""date_selection"",""auspicious_day"",""yin_yang"",""stem_branch_pair""]",ru,2026-03-19 18:38:03.11524+00
82,Yin_Error,A person born in a year with a Yin Heavenly Stem is affected by the Yin Error. They must avoid specific days determined by the current month's Earthly Branch according to a lookup table.,classical,https://fourpillars.ru/articles/137,high,"[""yin_stem"",""error_type"",""month_branch""]",ru,2026-03-19 18:38:03.11524+00
83,Yang_Error,A person born in a year with a Yang Heavenly Stem is affected by the Yang Error. They must avoid specific days determined by the current month's Earthly Branch according to a lookup table.,classical,https://fourpillars.ru/articles/137,high,"[""yang_stem"",""error_type"",""month_branch""]",ru,2026-03-19 18:38:03.11524+00
84,Yin_Yang_Error_calculation_table,"The specific Stem-Branch pair to avoid for a given month's Earthly Branch is defined in a table. Example: For month branch Hai, Yang Error day is Gui-Hai, Yin Error day is Gui-Chou.",classical,https://fourpillars.ru/articles/137,high,"[""calculation"",""lookup_table"",""stem_branch_pair""]",ru,2026-03-19 18:38:03.11524+00
85,zodiac_Yang_Error_association,"People born in Yang zodiac years (Rat, Tiger, Dragon, Horse, Monkey, Dog) may encounter problems due to Yang Error.",classical,https://fourpillars.ru/articles/137,medium,"[""zodiac"",""simplification"",""yang_error""]",ru,2026-03-19 18:38:03.11524+00
86,zodiac_Yin_Error_association,"People born in Yin zodiac years (Ox, Rabbit, Snake, Goat, Rooster, Pig) may encounter problems due to Yin Error.",classical,https://fourpillars.ru/articles/137,medium,"[""zodiac"",""simplification"",""yin_error""]",ru,2026-03-19 18:38:03.11524+00
87,stem_branch_polarity_pairing,A Yang Heavenly Stem can only pair with a Yang Earthly Branch. This principle underlies the determination of Error days.,classical,https://fourpillars.ru/articles/137,high,"[""stem_branch"",""yin_yang"",""pairing_rule""]",ru,2026-03-19 18:38:03.11524+00
88,daymaster_personality_element,The Day Master (also called 'Lord of the Day' or 'Personality Element') is the Heavenly Stem of the day of birth. It represents the psychological 'self' and is the central reference point for analysis.,classical,https://fourpillars.ru/articles/135,high,"[""day_master"",""heavenly_stem"",""personality""]",ru,2026-03-19 18:39:06.630572+00
89,pillar_structure,"A complete BaZi chart consists of four pillars: Year, Month, Day, and Hour. Each pillar is composed of a Heavenly Stem (top) and an Earthly Branch (bottom).",classical,https://fourpillars.ru/articles/135,high,"[""four_pillars"",""heavenly_stem"",""earthly_branch"",""chart_structure""]",ru,2026-03-19 18:39:06.630572+00
90,heavenly_stem_interactions,"Heavenly Stems interact primarily through Clashes and Combinations (mergers). A Clash creates conflict, while a Combination brings harmony and peace.",classical,https://fourpillars.ru/articles/135,high,"[""heavenly_stem"",""clash"",""combination"",""interaction""]",ru,2026-03-19 18:39:06.630572+00
91,wuhe_personal_harmony_day,"A Day of Personal Harmony (Wu He / Five Combinations) occurs when the Heavenly Stem of a person's Day Master combines (merges) with the Heavenly Stem of the current day. This is described as a 'husband and wife union' where a Yang Stem subdues a Yin Stem according to the Control Cycle of the Five Elements, resulting in attraction and harmony rather than conflict.",classical,https://fourpillars.ru/articles/135,high,"[""wu_he"",""five_combinations"",""harmony_day"",""heavenly_stem_combination"",""day_master""]",ru,2026-03-19 18:39:06.630572+00
92,wuhe_combination_pairs,"The specific Heavenly Stem pairs that combine to create a Day of Personal Harmony are: Jia (Yang Wood) + Ji (Yin Earth); Yi (Yin Wood) + Geng (Yang Metal); Bing (Yang Fire) + Xin (Yin Metal); Ding (Yin Fire) + Ren (Yang Water); Wu (Yang Earth) + Gui (Yin Water). The combination is mutual (e.g., if Day Master is Wu, a Gui day is harmonious, and vice versa).",classical,https://fourpillars.ru/articles/135,high,"[""wu_he"",""combination_pairs"",""heavenly_stem"",""jia"",""yi"",""bing"",""ding"",""wu"",""ji"",""geng"",""xin"",""ren"",""gui""]",ru,2026-03-19 18:39:06.630572+00
93,harmony_day_manifestation,"On a Day of Personal Harmony, a person feels calmer, more even-tempered, and more attractive to others. It is favorable for public speaking, presentations, communication, persuasion, and building personal relationships, as one is less conflict-prone.",classical,https://fourpillars.ru/articles/135,medium,"[""harmony_day"",""manifestation"",""favorable_activity""]",ru,2026-03-19 18:39:06.630572+00
94,personal_vs_general_luck,"A day marked as generally inauspicious in a luck calendar can still be a Day of Personal Harmony for an individual, granting them relatively more luck in personal relationships compared to others on that day.",classical,https://fourpillars.ru/articles/135,medium,"[""harmony_day"",""luck_calendar"",""personal_luck""]",ru,2026-03-19 18:39:06.630572+00
95,DaXue_season_governor,"During the DaXue (Great Snow) season, the main ruling element is Water, and its power reaches its maximum.",classical,https://fourpillars.ru/articles/131,high,"[""season"",""element"",""Water"",""governor""]",ru,2026-03-19 18:39:39.830588+00
96,DaXue_season_health_principle,"If the Water element is unfavorable in one's BaZi chart, it may lead to panic attacks and unfounded fears during the DaXue season. One should control psychological state and add more warmth and joy to life.",classical,https://fourpillars.ru/articles/131,high,"[""season"",""element"",""Water"",""health"",""unfavorable""]",ru,2026-03-19 18:39:39.830588+00
97,DaXue_season_activity_timing,"During the DaXue season, it is better to go to bed early and wake up late, and begin active activities only after sunrise.",classical,https://fourpillars.ru/articles/131,high,"[""season"",""activity"",""timing"",""daily_rhythm""]",ru,2026-03-19 18:39:39.830588+00
98,DaXue_season_conservation_principle,"During this season, one should lose and give away less.",classical,https://fourpillars.ru/articles/131,high,"[""season"",""conservation"",""energy""]",ru,2026-03-19 18:39:39.830588+00
99,winter_kidney_principle,"In winter, the kidneys are in a flourishing phase, at maximum strength. It is especially important to preserve the Yang energy (warmth) in the kidneys.",classical,https://fourpillars.ru/articles/131,high,"[""season"",""winter"",""organ"",""kidney"",""Yang"",""energy""]",ru,2026-03-19 18:39:39.830588+00
100,DaXue_season_creativity_period,"The DaXue season is a very favorable time for developing creative abilities, attending cultural events, and creativity seminars. It is a good period for learning, trying new things, and creating beautiful things by hand.",classical,https://fourpillars.ru/articles/131,high,"[""season"",""creativity"",""learning"",""activity""]",ru,2026-03-19 18:39:39.830588+00
101,DaXue_season_family_connections,Use this time to strengthen contacts with relatives and family. Connection with family and lineage is powerful support and should not be neglected.,classical,https://fourpillars.ru/articles/131,high,"[""season"",""family"",""relationships"",""support""]",ru,2026-03-19 18:39:39.830588+00
102,Shi_er_zhi_shen,"12 Day Rulers method for date selection based on interaction between month and day, determining what should or should not be done according to the day's energy characteristics",classical,https://fourpillars.ru/sections/7,high,"[""day_ruler"",""date_selection"",""month_day_interaction""]",ru,2026-03-19 18:40:05.72589+00
103,Er_shi_ba_xing_xiu,"28 Chinese Lunar Mansions similar to zodiac constellations but smaller in size, used in date selection",classical,https://fourpillars.ru/sections/7,high,"[""lunar_mansion"",""constellation"",""date_selection""]",ru,2026-03-19 18:40:05.72589+00
104,Gong_xing_ri,"General Day Stars showing day's auspiciousness based on interaction between day and year, day and month, affecting luck for all people globally",classical,https://fourpillars.ru/sections/7,high,"[""day_star"",""general"",""year_month_interaction""]",ru,2026-03-19 18:40:05.72589+00
105,Si_ren_xing_ri,Personal Day Stars showing day's auspiciousness personally for each individual based on their BaZi horoscope,classical,https://fourpillars.ru/sections/7,high,"[""day_star"",""personal"",""bazi_horoscope""]",ru,2026-03-19 18:40:05.72589+00
106,Ji_xiong_shi_chen,"Selection of auspicious hours as important component of date selection art, where good hour can neutralize negative aspects of day",classical,https://fourpillars.ru/sections/7,high,"[""hour_selection"",""neutralization"",""auspicious_timing""]",ru,2026-03-19 18:40:05.72589+00
107,Er_shi_si_jie_qi,"24 Solar Terms dividing annual cycle into small seasons, each lasting 15-16 days, determining agricultural activities and traditional festivals",classical,https://fourpillars.ru/sections/7,high,"[""solar_term"",""seasonal"",""agricultural_calendar""]",ru,2026-03-19 18:40:05.72589+00
111,Shi_er_zhi_shen,12 Day Rulers method for date selection based on the interaction between the month and day pillars. The combination determines what should and should not be done on that day according to its energy characteristics.,classical,https://fourpillars.ru/sections/9,high,"[""date_selection"",""day_rulers"",""month_day_interaction""]",ru,2026-03-19 18:42:59.963353+00
112,28_lunar_mansions,"28 Chinese lunar mansions (constellations) used in date selection, analogous to but more numerous than the 12 Western zodiac constellations.",classical,https://fourpillars.ru/sections/9,high,"[""lunar_mansions"",""date_selection"",""constellations""]",ru,2026-03-19 18:42:59.963353+00
113,general_day_stars,"General Day Stars are additional factors showing the auspiciousness of a day based on interactions between day and year, and day and month. They affect luck for all people on Earth, unlike Personal Stars.",classical,https://fourpillars.ru/sections/9,high,"[""day_stars"",""auspiciousness"",""day_year_interaction"",""day_month_interaction""]",ru,2026-03-19 18:42:59.963353+00
114,auspicious_hour_selection,Selection of auspicious hours is an important component of date selection art. A good hour can neutralize the negativity of a day.,classical,https://fourpillars.ru/sections/9,high,"[""hour_selection"",""auspicious_timing"",""day_hour_interaction""]",ru,2026-03-19 18:42:59.963353+00
115,24_solar_terms,"24 solar terms of the Chinese calendar, each lasting 15-16 days. Used to determine agricultural activities, tea harvesting seasons, and traditional Chinese festivals.",classical,https://fourpillars.ru/sections/9,high,"[""solar_terms"",""calendar"",""agricultural_timing""]",ru,2026-03-19 18:42:59.963353+00
116,personal_day_stars,Personal Day Stars show the auspiciousness of a day personally for each individual based on their BaZi (Four Pillars) chart.,classical,https://fourpillars.ru/sections/9,high,"[""personal_stars"",""baZi_chart"",""individual_auspiciousness""]",ru,2026-03-19 18:42:59.963353+00
117,Deng_Shui_Xing,Method for activating the 'Money Star' - a combination of energies with potential to attract money. Location in any enclosed space and activation time are calculated using special techniques to find specific day and sector.,classical,https://fourpillars.ru/sections/8,medium,"[""activation"",""money_star"",""feng_shui"",""timing""]",ru,2026-03-19 18:43:24.867448+00
118,Shi_Er_Zhi_Shen,"12 Day Rulers method in date selection art, based on interaction between month and day. Determines what should and should not be done on a particular day according to its energy characteristics.",classical,https://fourpillars.ru/sections/8,high,"[""day_rulers"",""date_selection"",""month_day_interaction""]",ru,2026-03-19 18:43:24.867448+00
119,Er_Shi_Ba_Xiu,"28 Chinese Lunar Mansions, analogous to European zodiac constellations but smaller in magnitude (28 vs 12). Used in Chinese astrology.",classical,https://fourpillars.ru/sections/8,high,"[""lunar_mansions"",""constellations"",""astrology""]",ru,2026-03-19 18:43:24.867448+00
120,Tong_Xing_Ri,"General Day Stars - additional factors showing day's auspiciousness based on interaction between day and year, day and month. Affect luck of the day for all people on Earth (unlike Personal Stars).",classical,https://fourpillars.ru/sections/8,high,"[""day_stars"",""auspiciousness"",""day_year_interaction"",""day_month_interaction""]",ru,2026-03-19 18:43:24.867448+00
121,Ji_Shi_Xuan_Ze,Selection of auspicious hours as important component of date selection art. Good hour can neutralize negativity of the day.,classical,https://fourpillars.ru/sections/8,high,"[""hour_selection"",""timing"",""neutralization""]",ru,2026-03-19 18:43:24.867448+00
122,Er_Shi_Si_Jie_Qi,"24 Solar Terms dividing annual cycle into small seasons, each lasting 15-16 days. Used to determine start of agricultural work, tea harvesting seasons, and traditional Chinese holidays.",classical,https://fourpillars.ru/sections/8,high,"[""solar_terms"",""calendar"",""agricultural_timing""]",ru,2026-03-19 18:43:24.867448+00
123,Ge_Ren_Xing_Ri,Personal Day Stars showing day's auspiciousness personally for each individual based on their BaZi horoscope (unlike General Day Stars).,classical,https://fourpillars.ru/sections/8,high,"[""personal_stars"",""ba_zi"",""individual_auspiciousness""]",ru,2026-03-19 18:43:24.867448+00
